Rk,Player,From,To,Yrs,G,MP_total,FG,FGA,3P,3PA,FT,FTA,ORB,TRB_total,AST_total,STL,BLK,TOV,PF,PTS_total,FG%,3P%,FT%,MP,PTS,TRB,AST
49,Bill Bradley,1968,1977,10,742,22799,3927,8763,,,1363,1623,198,2354,2533,209,65,,2363,9217,.448,,.840,30.7,12.4,3.2,3.4
50,Carl Braun,1948,1961,12,740,17995,3834,10004,,,2781,3457,,2072,2821,,,,2115,10449,.383,,.804,31.6,14.1,3.6,3.8
51,Pete Brennan,1959,1959,1,16,136,13,43,,,14,25,,31,6,,,,15,40,.302,,.560,8.5,2.5,1.9,0.4
52,Jamison Brewer,2005,2005,1,18,185,11,37,3,15,6,13,6,22,12,8,1,13,11,31,.297,.200,.462,10.3,1.7,1.2,0.7
53,Ronnie Brewer,2013,2013,1,46,711,64,175,22,71,16,39,29,100,40,34,6,14,27,166,.366,.310,.410,15.5,3.6,2.2,0.9
54,Aud Brindley,1947,1947,1,12,,14,49,,,6,7,,,1,,,,16,34,.286,,.857,,2.8,,0.1
55,Scott Brooks,1997,1997,1,38,251,19,39,5,12,14,15,6,18,29,21,0,17,35,57,.487,.417,.933,6.6,1.5,0.5,0.8
56,Derrick Brown,2011,2011,1,8,88,12,18,3,4,7,13,9,15,4,4,2,7,11,34,.667,.750,.538,11.0,4.3,1.9,0.5
57,Shannon Brown,2014,2014,1,19,148,16,38,0,0,8,12,6,15,4,12,0,10,12,40,.421,,.667,7.8,2.1,0.8,0.2
58,Rick Brunson,1999,2001,3,69,450,43,110,2,21,20,42,9,49,75,19,1,51,48,108,.391,.095,.476,6.5,1.6,0.7,1.1
59,Em Bryant,1965,1968,4,288,5086,705,1753,,,294,434,,743,735,,,,831,1704,.402,,.677,17.7,5.9,2.6,2.6
60,Cleveland Buckner,1962,1963,2,68,723,163,377,,,85,137,,240,44,,,,120,411,.432,,.620,10.6,6.0,3.5,0.6
61,Dave Budd,1961,1965,5,353,6389,962,2092,,,581,852,,1623,337,,,,814,2505,.460,,.682,18.1,7.1,4.6,1.0
62,Greg Bunch,1979,1979,1,12,97,9,26,,,10,12,9,17,4,3,3,5,10,28,.346,,.833,8.1,2.3,1.4,0.3
63,Dick Bunt,1953,1953,1,14,146,12,53,,,17,25,,13,10,,,,18,41,.226,,.680,10.4,2.9,0.9,0.7
64,Ticky Burden,1977,1978,2,63,623,149,354,,,51,85,26,66,63,48,1,0,89,349,.421,,.600,9.9,5.5,1.0,1.0
65,Ed Burton,1962,1962,1,8,28,7,14,,,1,4,,5,1,,,,3,15,.500,,.250,3.5,1.9,0.6,0.1
66,Donnie Butcher,1962,1964,3,141,2090,257,694,,,215,329,,326,255,,,,280,729,.370,,.653,14.8,5.2,2.3,1.8
67,Al Butler,1962,1964,3,204,4836,893,2017,,,406,550,,662,514,,,,459,2192,.443,,.738,23.7,10.7,3.2,2.5
68,Greg Butler,1989,1990,2,46,173,23,60,0,3,16,22,12,37,3,1,2,20,36,62,.383,.000,.727,3.8,1.3,0.8,0.1
69,Jackie Butler,2005,2006,2,58,745,121,219,0,0,60,79,67,183,25,18,31,63,127,302,.553,,.759,12.8,5.2,3.2,0.4
70,Tommy Byrnes,1947,1949,3,142,,369,1263,,,214,344,,,106,,,,199,952,.292,,.622,,6.7,,0.7
71,Jose Calderon,2015,2016,2,72,2067,226,528,92,231,51,57,28,211,313,57,1,108,124,595,.428,.398,.895,28.7,8.3,2.9,4.3
72,Jim Caldwell,1968,1968,1,2,7,0,1,,,0,0,,1,1,,,,1,0,.000,,,3.5,0.0,0.5,0.5
73,Marcus Camby,1999,2013,5,221,5877,813,1655,2,11,425,667,585,1839,160,179,390,231,675,2053,.491,.182,.637,26.6,9.3,8.3,0.7
