Rk,Player,From,To,Yrs,G,MP_total,FG,FGA,3P,3PA,FT,FTA,ORB,TRB_total,AST_total,STL,BLK,TOV,PF,PTS_total,FG%,3P%,FT%,MP,PTS,TRB,AST
62,Jim Chones,1982,1982,1,59,867,74,171,0,0,36,46,39,185,64,15,32,41,114,184,.433,,.783,14.7,3.1,3.1,1.1
63,Archie Clark,1972,1974,3,171,6506,1318,2771,,,721,924,44,535,1166,59,6,,424,3357,.476,,.780,38.0,19.6,3.1,6.8
64,Jim Cleamons,1980,1980,1,57,1535,184,381,4,23,72,98,43,133,248,44,9,92,120,444,.483,.174,.735,26.9,7.8,2.3,4.4
65,John Coker,1999,1999,1,14,98,13,31,0,0,5,6,7,22,0,1,2,2,17,31,.419,,.833,7.0,2.2,1.6,0.0
66,Don Collins,1981,1985,4,189,3936,808,1603,1,21,304,424,260,506,362,218,72,356,459,1921,.504,.048,.717,20.8,10.2,2.7,1.9
67,Jason Collins,2013,2013,1,6,54,1,6,0,0,2,2,1,8,2,2,4,2,11,4,.167,,1.000,9.0,0.7,1.3,0.3
68,Steve Colter,1988,1990,3,209,3763,533,1155,6,40,270,348,168,513,608,172,38,179,368,1342,.461,.150,.776,18.0,6.4,2.5,2.9
69,Larry Comley,1964,1964,1,12,89,8,37,,,9,16,,19,12,,,,11,25,.216,,.563,7.4,2.1,1.6,1.0
70,Marty Conlon,1994,1994,1,14,201,29,56,0,1,12,15,19,50,6,4,1,10,33,70,.518,.000,.800,14.4,5.0,3.6,0.4
71,Brian Cook,2012,2012,1,16,155,20,49,5,23,5,6,6,40,8,4,1,7,22,50,.408,.217,.833,9.7,3.1,2.5,0.5
72,Darwin Cook,1987,1987,1,82,1420,265,622,2,23,82,103,46,145,151,98,17,96,136,614,.426,.087,.796,17.3,7.5,1.8,1.8
73,Joe Cooper,1983,1983,1,5,47,5,9,0,0,5,9,4,13,2,0,0,6,7,15,.556,,.556,9.4,3.0,2.6,0.4
74,Chris Corchiani,1993,1993,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1.000,,,3.0,2.0,0.0,0.0
75,Dave Corzine,1979,1980,2,137,1358,153,334,0,0,94,131,156,417,112,19,45,113,187,400,.458,,.718,9.9,2.9,3.0,0.8
76,Mel Counts,1967,1967,1,25,343,65,167,,,29,40,,155,30,,,,81,159,.389,,.725,13.7,6.4,6.2,1.2
77,Chubby Cox,1983,1983,1,7,78,13,37,0,2,3,6,7,10,6,0,1,9,16,29,.351,.000,.500,11.1,4.1,1.4,0.9
78,Johnny Cox,1963,1963,1,73,1685,239,568,,,95,135,,280,142,,,,149,573,.421,,.704,23.1,7.8,3.8,1.9
79,Jordan Crawford,2011,2013,3,133,3747,725,1803,162,545,317,387,97,380,449,122,13,306,222,1929,.402,.297,.819,28.2,14.5,2.9,3.4
80,Javaris Crittenton,2009,2009,1,56,1130,124,270,2,14,48,81,53,160,145,39,6,79,96,298,.459,.143,.593,20.2,5.3,2.9,2.6
81,Michael Curry,1996,1996,1,5,34,3,10,0,3,4,4,2,5,1,1,0,1,3,10,.300,.000,1.000,6.8,2.0,1.0,0.2
82,Bob Dandridge,1978,1981,4,221,7408,1619,3416,2,12,812,1011,328,1218,890,217,146,619,687,4052,.474,.167,.803,33.5,18.3,5.5,4.0
83,Antonio Daniels,2006,2009,4,244,6493,625,1431,64,249,687,838,60,548,961,167,19,262,267,2001,.437,.257,.820,26.6,8.2,2.2,3.9
84,Charles Davis,1982,1985,4,178,2231,444,946,3,21,113,169,173,453,135,57,45,172,272,1004,.469,.143,.669,12.5,5.6,2.5,0.8
85,Hubert Davis,2001,2002,2,66,1662,203,445,77,164,35,42,17,107,156,34,3,69,87,518,.456,.470,.833,25.2,7.8,1.6,2.4
86,Mike Davis,1970,1973,2,69,1613,310,704,,,172,217,,163,130,,,,219,792,.440,,.793,23.4,11.5,2.4,1.9
87,Paul Davis,2010,2010,1,2,8,2,4,0,0,1,2,0,0,3,0,1,0,0,5,.500,,.500,4.0,2.5,0.0,1.5
88,Ralph Davis,1962,1962,1,77,1992,364,881,,,71,103,,162,247,,,,187,799,.413,,.689,25.9,10.4,2.1,3.2
89,Terry Davis,1998,1999,2,111,2283,176,348,0,1,97,157,259,619,40,52,27,72,272,449,.506,.000,.618,20.6,4.0,5.6,0.4
90,Darren Daye,1984,1986,3,219,3822,636,1311,2,16,432,619,254,643,525,137,42,328,439,1706,.485,.125,.698,17.5,7.8,2.9,2.4
91,Archie Dees,1962,1962,1,13,,,,,,,,,,,,,,,,,,,,,,
92,Terry Dischinger,1963,1964,2,137,5110,1129,2243,,,856,1107,,1125,332,,,,509,3114,.503,,.773,37.3,22.7,8.2,2.4
93,Juan Dixon,2003,2009,4,226,3995,638,1611,157,504,269,321,83,406,406,186,17,284,337,1702,.396,.312,.838,17.7,7.5,1.8,1.8
94,Terry Driscoll,1972,1973,2,41,318,40,105,,,27,39,,112,23,,,,54,107,.381,,.692,7.8,2.6,2.7,0.6
95,Dennis DuVal,1975,1975,1,37,137,24,65,,,12,18,8,23,14,16,2,,34,60,.369,,.667,3.7,1.6,0.6,0.4
96,Kevin Duckworth,1994,1995,2,109,2303,302,708,2,10,133,202,168,520,76,58,59,160,333,739,.427,.200,.658,21.1,6.8,4.8,0.7
97,Jared Dudley,2016,2016,1,30,828,88,184,43,92,29,37,19,111,46,29,5,28,62,248,.478,.467,.784,27.6,8.3,3.7,1.5
98,Ledell Eackles,1989,1998,6,387,8019,1667,3745,119,367,935,1212,329,884,668,230,29,547,706,4388,.445,.324,.771,20.7,11.3,2.3,1.7
99,Jarell Eddie,2016,2016,1,3,38,6,16,6,13,2,2,1,8,2,2,1,0,3,20,.375,.462,1.000,12.7,6.7,2.7,0.7
100,Johnny Egan,1966,1968,3,207,4259,684,1597,,,493,619,,473,668,,,,480,1861,.428,,.796,20.6,9.0,2.3,3.2
101,Obinna Ekezie,2001,2001,1,29,273,32,77,0,0,37,53,31,76,9,5,5,14,46,101,.416,,.698,9.4,3.5,2.6,0.3
102,Pervis Ellison,1991,1994,4,238,7332,1351,2597,1,16,606,865,656,2000,479,181,492,525,784,3309,.520,.063,.701,30.8,13.9,8.4,2.0
103,Leroy Ellis,1967,1970,4,311,8423,1299,2907,,,621,843,,2718,448,,,,811,3219,.447,,.737,27.1,10.4,8.7,1.4
104,A.J. English,1991,1992,2,151,3108,617,1418,9,65,259,333,140,315,320,57,24,203,287,1502,.435,.138,.778,20.6,9.9,2.1,2.1
105,Maurice Evans,2011,2012,2,50,1055,143,335,44,123,38,43,37,96,24,32,9,28,91,368,.427,.358,.884,21.1,7.4,1.9,0.5
106,Dave Feitl,1989,1989,1,57,828,116,266,0,1,54,65,69,202,36,17,18,65,136,286,.436,.000,.831,14.5,5.0,3.5,0.6
107,Al Ferrari,1963,1963,1,18,138,12,37,,,14,17,,12,14,,,,21,38,.324,,.824,7.7,2.1,0.7,0.8
108,Bob Ferry,1965,1969,5,260,4377,596,1435,,,373,589,,1142,328,,,,482,1565,.415,,.633,16.8,6.0,4.4,1.3
109,Matt Fish,1997,1997,1,5,7,1,3,0,0,0,0,1,5,0,0,0,2,2,2,.333,,,1.4,0.4,1.0,0.0
110,Greg Foster,1991,1993,3,113,1247,197,429,0,6,79,113,103,323,83,18,39,90,212,473,.459,.000,.699,11.0,4.2,2.9,0.7
111,Randy Foye,2010,2010,1,70,1667,256,619,63,182,129,145,16,130,228,33,10,94,123,704,.414,.346,.890,23.8,10.1,1.9,3.3
112,Andrew Gaze,1994,1994,1,7,70,8,17,4,8,2,2,1,7,5,2,1,3,9,22,.471,.500,1.000,10.0,3.1,1.0,0.7
113,Alonzo Gee,2010,2011,2,22,309,40,86,7,11,26,41,26,55,12,14,1,18,23,113,.465,.636,.634,14.0,5.1,2.5,0.5
114,Dick Gibbs,1975,1975,1,59,424,74,190,,,48,64,26,61,19,12,3,,60,196,.389,,.750,7.2,3.3,1.0,0.3
115,Mike Gibson,1984,1984,1,32,229,21,55,0,0,11,17,29,66,9,5,7,14,30,53,.382,,.647,7.2,1.7,2.1,0.3
116,Anthony Goldwire,2003,2003,1,5,34,4,7,1,1,4,5,0,3,1,0,0,4,1,13,.571,1.000,.800,6.8,2.6,0.6,0.2
117,Drew Gooden,2014,2016,3,80,1340,192,445,32,86,60,73,120,365,67,34,21,48,154,476,.431,.372,.822,16.8,6.0,4.6,0.8
118,Marcin Gortat,2014,2016,3,191,5985,1052,1922,1,4,344,488,456,1755,280,110,267,284,460,2449,.547,.250,.705,31.3,12.8,9.2,1.5
119,Joe Graboski,1962,1962,1,12,,,,,,,,,,,,,,,,,,,,,,
120,Greg Grant,1996,1996,1,10,138,11,28,2,10,0,0,1,6,23,8,0,10,8,24,.393,.200,,13.8,2.4,0.6,2.3
121,Harvey Grant,1989,1998,7,508,13435,2327,4896,33,137,758,1032,805,2330,896,393,267,493,1180,5445,.475,.241,.734,26.4,10.7,4.6,1.8
122,Leonard Gray,1977,1977,1,58,996,144,330,,,59,80,61,186,69,31,18,,189,347,.436,,.738,17.2,6.0,3.2,1.2
123,Johnny Green,1966,1967,2,133,2385,518,1026,,,283,564,,965,153,,,,301,1319,.505,,.502,17.9,9.9,7.3,1.2
124,Kenny Green,1986,1986,1,20,221,44,101,0,1,21,26,17,38,3,4,7,17,26,109,.436,.000,.808,11.1,5.5,1.9,0.2
125,Si Green,1962,,3,275,5798,761,1842,0,0,508,757,0,786,777,0,0,0,632,2030,1.000,.000,1.000,0.1,0.0,0.0,0.0
126,Claude Gregory,1986,1986,1,2,2,1,2,0,0,0,0,2,2,0,1,0,2,1,2,.500,,,1.0,1.0,1.0,0.0
127,Kevin Grevey,1976,1983,8,530,13141,2547,5851,122,348,1226,1510,533,1410,1078,335,106,648,1106,6442,.435,.351,.812,24.8,12.2,2.7,2.0
128,Tom Gugliotta,1993,1995,3,165,5816,1057,2377,82,291,420,625,424,1562,600,327,97,492,388,2616,.445,.282,.672,35.2,15.9,9.5,3.6
129,Mike Hall,2007,2007,1,2,13,1,4,0,0,0,0,1,2,1,0,0,0,1,2,.250,,,6.5,1.0,1.0,0.5
130,Richard Hamilton,2000,2002,3,212,6095,1273,2938,84,265,680,789,186,583,503,141,30,417,481,3310,.433,.317,.862,28.8,15.6,2.8,2.4
131,Tom Hammonds,1990,1992,3,168,2812,479,1031,0,6,170,259,168,559,130,48,34,158,324,1128,.465,.000,.656,16.7,6.7,3.3,0.8
