Rk,Player,From,To,Yrs,G,MP_total,FG,FGA,3P,3PA,FT,FTA,ORB,TRB_total,AST_total,STL,BLK,TOV,PF,PTS_total,FG%,3P%,FT%,MP,PTS,TRB,AST
93,Lloyd Daniels,1997,1997,1,17,282,34,103,19,59,5,6,18,39,25,9,3,11,29,92,.330,.322,.833,16.6,5.4,2.3,1.5
94,Mel Daniels,1977,1977,1,11,126,13,35,,,13,23,10,34,6,3,11,,29,39,.371,,.565,11.5,3.5,3.1,0.5
95,Ollie Darden,1969,1969,1,30,726,133,279,0,0,78,110,80,214,42,,,72,107,344,.477,,.709,24.2,11.5,7.1,1.4
96,Yinka Dare,1995,1998,4,110,1002,86,217,0,0,61,107,101,281,4,12,70,96,179,233,.396,,.570,9.1,2.1,2.6,0.0
97,Brandon Davies,2015,2015,1,7,44,6,18,1,4,3,4,3,10,2,1,3,4,5,16,.333,.250,.750,6.3,2.3,1.4,0.3
98,Hubert Davis,2004,2004,1,14,55,1,9,0,0,2,2,2,8,3,2,0,2,8,4,.111,,1.000,3.9,0.3,0.6,0.2
99,Mel Davis,1977,1977,1,34,752,127,354,,,42,60,68,193,47,22,4,,85,296,.359,,.700,22.1,8.7,5.7,1.4
100,Darryl Dawkins,1983,1987,5,258,6795,1404,2336,2,7,877,1243,435,1412,361,159,385,744,1188,3687,.601,.286,.706,26.3,14.3,5.5,1.4
101,Billy DeAngelis,1971,1971,1,8,47,3,6,0,0,4,6,2,6,8,,,5,16,10,.500,,.667,5.9,1.3,0.8,1.0
102,Joe DePre,1971,1973,3,119,2281,331,694,2,10,166,226,73,226,185,,,203,343,830,.477,.200,.735,19.2,7.0,1.9,1.6
103,Derrick Dial,2002,2002,1,25,249,30,94,0,7,13,18,12,45,31,8,4,13,12,73,.319,.000,.722,10.0,2.9,1.8,1.2
104,Kaniel Dickens,2005,2005,1,11,61,4,14,3,9,2,2,3,9,1,2,1,2,5,13,.286,.333,1.000,5.5,1.2,0.8,0.1
