Rk,Player,From,To,Yrs,G,MP_total,FG,FGA,3P,3PA,FT,FTA,ORB,TRB_total,AST_total,STL,BLK,TOV,PF,PTS_total,FG%,3P%,FT%,MP,PTS,TRB,AST
153,Brian Skinner,2012,2012,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,.000,,,4.0,0.0,0.0,0.0
154,Ish Smith,2011,2011,1,15,113,11,32,0,2,5,11,1,5,15,5,0,8,11,27,.344,.000,.455,7.5,1.8,0.3,1.0
155,Michael Smith,1998,1999,2,78,1804,144,277,0,2,124,201,220,556,107,72,24,96,167,412,.520,.000,.617,23.1,5.3,7.1,1.4
156,Russ Smith,2015,2016,2,21,102,13,37,2,10,20,26,2,12,17,8,1,12,12,48,.351,.200,.769,4.9,2.3,0.6,0.8
157,Theron Smith,2004,2004,1,20,178,16,43,6,12,6,8,13,41,7,5,5,14,18,44,.372,.500,.750,8.9,2.2,2.1,0.4
158,Will Solomon,2002,2002,1,62,872,113,331,46,162,49,73,12,68,92,35,7,62,76,321,.341,.284,.671,14.1,5.2,1.1,1.5
159,Marreese Speights,2012,2013,2,100,1924,327,735,2,8,132,176,209,563,66,31,56,109,233,788,.445,.250,.750,19.2,7.9,5.6,0.7
160,Joe Stephens,2000,2000,1,13,181,19,51,0,8,3,4,13,36,11,7,3,6,9,41,.373,.000,.750,13.9,3.2,2.8,0.8
161,Jarnell Stokes,2015,2016,2,21,130,21,37,0,0,15,28,17,36,4,5,5,7,25,57,.568,,.536,6.2,2.7,1.7,0.2
162,Damon Stoudamire,2006,2008,3,118,2987,362,918,131,373,140,171,68,305,539,85,3,206,190,995,.394,.351,.819,25.3,8.4,2.6,4.6
163,Erick Strickland,2001,2001,1,22,409,41,136,14,48,44,51,9,76,66,22,1,27,42,140,.301,.292,.863,18.6,6.4,3.5,3.0
164,Stromile Swift,2001,2008,7,441,8980,1422,3021,1,24,984,1387,748,2128,243,307,607,571,1080,3829,.471,.042,.709,20.4,8.7,4.8,0.6
165,Hasheem Thabeet,2010,2011,2,113,1252,94,170,0,0,73,128,109,318,15,24,104,60,235,261,.553,,.570,11.1,2.3,2.8,0.1
166,John Thomas,2006,2006,1,3,25,2,2,0,0,0,0,0,0,1,0,1,2,3,4,1.000,,,8.3,1.3,0.0,0.3
167,Tyrus Thomas,2015,2015,1,2,7,1,1,0,0,2,2,0,0,1,0,0,0,0,4,1.000,,1.000,3.5,2.0,0.0,0.5
168,Otis Thorpe,1998,1998,1,47,1574,205,430,0,4,118,170,100,371,161,30,23,115,158,528,.477,.000,.694,33.5,11.2,7.9,3.4
169,Jamaal Tinsley,2010,2010,1,38,589,52,140,7,39,22,27,11,66,108,33,5,63,67,133,.371,.179,.815,15.5,3.5,1.7,2.8
170,Cezary Trybanski,2003,2003,1,15,86,5,20,0,0,4,10,6,14,1,0,6,8,13,14,.250,,.400,5.7,0.9,0.9,0.1
171,Jake Tsakalidis,2004,2007,4,145,1801,219,412,0,0,121,190,160,460,43,33,81,95,262,559,.532,,.637,12.4,3.9,3.2,0.3
172,Beno Udrih,2014,2016,3,97,1669,276,569,32,110,95,111,22,154,252,50,10,105,103,679,.485,.291,.856,17.2,7.0,1.6,2.6
173,Greivis Vasquez,2011,2011,1,70,860,95,233,25,86,34,44,12,73,151,22,4,70,83,249,.408,.291,.773,12.3,3.6,1.0,2.2
174,Hakim Warrick,2006,2009,4,307,6659,1142,2286,18,79,824,1137,425,1326,224,141,118,400,671,3126,.500,.228,.725,21.7,10.2,4.3,0.7
