Rk,Player,From,To,Yrs,G,MP_total,FG,FGA,3P,3PA,FT,FTA,ORB,TRB_total,AST_total,STL,BLK,TOV,PF,PTS_total,FG%,3P%,FT%,MP,PTS,TRB,AST
34,Antonio Daniels,2009,2009,1,61,733,81,191,17,49,55,67,5,55,130,19,1,49,41,234,.424,.347,.821,12.0,3.8,0.9,2.1
35,Anthony Davis,2013,2016,4,229,7752,1779,3421,18,78,1043,1333,606,2225,361,302,579,362,571,4619,.520,.231,.782,33.9,20.2,9.7,1.6
36,Baron Davis,2003,2005,3,135,5168,997,2503,330,1002,404,579,138,540,950,280,53,393,378,2728,.398,.329,.698,38.3,20.2,4.0,7.0
37,Dan Dickau,2005,2005,1,67,2074,305,748,84,242,188,225,34,179,346,76,4,144,200,882,.408,.347,.836,31.0,13.2,2.7,5.2
38,Toney Douglas,2015,2016,2,31,457,60,147,21,58,28,34,9,45,60,27,4,28,59,169,.408,.362,.824,14.7,5.5,1.5,1.9
39,Bryce Drew,2003,2004,2,28,157,12,45,4,14,3,3,4,19,24,6,0,11,3,31,.267,.286,1.000,5.6,1.1,0.7,0.9
40,Jerome Dyson,2012,2012,1,9,180,19,48,1,8,28,36,2,19,18,11,2,20,19,67,.396,.125,.778,20.0,7.4,2.1,2.0
41,Corsley Edwards,2005,2005,1,10,110,10,31,0,0,7,12,12,25,3,3,4,2,19,27,.323,,.583,11.0,2.7,2.5,0.3
42,Melvin Ely,2008,2014,3,85,1021,125,281,0,0,55,94,58,210,40,9,28,65,142,305,.445,,.585,12.0,3.6,2.5,0.5
43,Tyreke Evans,2014,2016,3,166,5210,991,2252,108,370,492,662,171,843,994,204,64,466,392,2582,.440,.292,.743,31.4,15.6,5.1,6.0
44,Patrick Ewing,2011,2011,1,7,19,0,5,0,2,3,4,1,2,2,0,1,1,1,3,.000,.000,.750,2.7,0.4,0.3,0.3
45,Marcus Fizer,2006,2006,1,3,39,9,17,1,1,1,2,1,7,1,0,0,2,5,20,.529,1.000,.500,13.0,6.7,2.3,0.3
46,Jeff Foote,2012,2012,1,4,39,2,6,0,0,0,0,1,6,0,0,1,2,5,4,.333,,,9.8,1.0,1.5,0.0
47,Jimmer Fredette,2015,2016,2,54,522,64,170,9,49,43,45,8,40,59,16,2,34,44,180,.376,.184,.956,9.7,3.3,0.7,1.1
48,Matt Freije,2005,2005,1,23,441,37,127,14,54,5,8,16,61,20,13,2,17,40,93,.291,.259,.625,19.2,4.0,2.7,0.9
